"is_apartment","is_house","less_than_10_years_old","more_than_20_years_old","between_10_and_20_years_old","garages","administration_price","baths","lat","lng","price","price_m2","rooms","total_area_m2"
1,0,0,1,0,1,246200,3,4.738422,-74.04188,280000000,3718953.380262983,3,75.29
1,0,0,1,0,1,127200,1,4.7021155,-74.079216,240000000,7272727.2727272725,1,33.0
1,0,0,1,0,2,350000,2,4.719213,-74.039474,395654001,4347846.164835165,3,91.0
1,0,0,1,0,1,250000,1,4.62,-74.073,300000000,6382978.723404256,1,47.0
1,0,1,0,0,2,540000,3,4.71784,-74.04327,460000000,5089621.597698607,2,90.38
1,0,0,1,0,1,385000,3,4.724801,-74.02625,420000000,5250000.0,3,80.0
0,1,0,0,1,2,370000,3,4.694947,-74.07947,1150000000,6927710.843373494,3,166.0
0,1,0,0,1,2,459000,3,4.7442527,-74.05429,610000000,4518518.518518519,3,135.0
0,1,0,1,0,2,100000,4,4.665416,-74.12553,900000000,3272727.272727273,5,275.0
0,1,0,1,0,3,100000,5,4.649267,-74.05707,2000000000,3389830.5084745763,5,590.0
0,1,0,1,0,2,654000,5,4.70421,-74.05384,599000000,2995000.0,4,200.0
1,0,1,0,0,0,322000,2,4.6468143,-74.055336,432000000,8000000.0,1,54.0
0,1,0,0,1,1,150000,2,4.75563,-74.05208,520000000,3719599.4277539337,3,139.8
0,1,0,1,0,2,100000,3,4.743426,-74.08896,500000000,4807692.307692308,4,104.0
0,1,0,1,0,3,100000,5,4.6756454,-74.10885,750000000,2542372.881355932,5,295.0
1,0,0,0,1,2,450000,4,4.646933,-74.10357,1300000000,7222222.222222222,4,180.0
0,1,0,1,0,1,100000,4,4.636354,-74.072,1150000000,1.15E7,5,100.0
1,0,0,0,1,1,250000,2,4.7467184,-74.035545,355000000,3380952.380952381,4,105.0
1,0,1,0,0,1,250000,2,4.6639733,-74.078125,422000000,6698412.698412699,3,63.0
1,0,1,0,0,2,352000,3,4.6571255,-74.10923,750000000,7281553.398058252,3,103.0
1,0,1,0,0,1,280000,2,4.6260695,-74.12385,440000000,5116279.069767442,3,86.0
1,0,1,0,0,1,324200,2,4.7340145,-74.02495,415000000,5845070.422535211,2,71.0
1,0,0,0,1,1,450000,2,4.7324867,-74.05798,510000000,5543478.260869565,3,92.0
1,0,0,0,1,1,340000,2,4.6979194,-74.08173,420000000,5833333.333333333,3,72.0
1,0,0,1,0,1,362000,2,4.7174835,-74.03428,300000000,4545454.545454546,2,66.0
1,0,0,0,1,1,205000,2,4.7557406,-74.02365,350000000,4545454.545454546,3,77.0
1,0,0,0,1,1,260000,2,4.6957054,-74.082085,330000000,6111111.111111111,2,54.0
1,0,1,0,0,1,300000,2,4.6542106,-74.06207,550000000,4583333.333333333,3,120.0
1,0,0,1,0,1,341000,2,4.723526,-74.02622,250000000,4768262.445164982,2,52.43
1,0,0,0,1,1,337000,3,4.764291,-74.045685,520000000,4952380.952380952,4,105.0
1,0,0,0,1,1,250000,2,4.664234,-74.13418,340000000,4358974.358974359,3,78.0
1,0,0,0,1,1,352000,2,4.6292534,-74.06606,410000000,6833333.333333333,2,60.0
1,0,0,0,1,2,270000,2,4.752765,-74.058914,400000000,5797101.449275362,2,69.0
1,0,0,0,1,1,150000,2,4.6588564,-74.13132,320000000,4705882.352941177,3,68.0
1,0,0,1,0,1,420000,2,4.659891,-74.059586,470000000,6527777.777777778,2,72.0
1,0,0,1,0,2,561000,3,4.697118,-74.06867,561600000,5672727.2727272725,3,99.0
1,0,0,0,1,0,439000,4,4.748,-74.055,475000000,4567307.692307692,3,104.0
1,0,1,0,0,0,345000,2,4.72347,-74.03591,345000000,6203920.15824492,2,55.61
1,0,0,0,1,0,117000,2,4.644,-74.13,270000000,4500000.0,3,60.0
1,0,1,0,0,1,335300,2,4.721,-74.064,393000000,5614285.714285715,3,70.0
1,0,1,0,0,1,312400,1,4.6592393,-74.04648,295000000,5462962.962962963,2,54.0
1,0,0,0,1,1,236000,2,4.659,-74.131,296000000,4852459.016393443,3,61.0
1,0,1,0,0,2,481000,3,4.741,-74.06,500000000,5208333.333333333,3,96.0
0,1,0,1,0,2,581000,3,4.722187,-74.03187,670000000,4652777.777777778,3,144.0
1,0,0,1,0,1,200000,3,4.739,-74.044,250000000,4125412.5412541255,3,60.6
1,0,0,1,0,1,270000,2,4.622794,-74.09096,475000000,5588235.294117647,3,85.0
1,0,0,0,1,1,474000,2,4.722567,-74.041916,449000000,4776595.744680851,3,94.0
1,0,1,0,0,1,180000,2,4.669862,-74.12675,310000000,5288297.509382464,2,58.62
1,0,0,0,1,1,317000,2,4.654411,-74.112434,540000000,6923076.923076923,3,78.0
1,0,1,0,0,1,264000,2,4.7401543,-74.05748,460000000,7796610.169491526,2,59.0
1,0,0,1,0,1,227200,2,4.76701,-74.05023,310000000,3924050.6329113925,3,79.0
1,0,1,0,0,1,250000,2,4.726416,-74.04465,290000000,5800000.0,1,50.0
1,0,1,0,0,1,257000,2,4.767082,-74.03296,229000000,3578125.0,3,64.0
1,0,0,0,1,2,426000,3,4.746232,-74.06855,691200000,6010434.782608695,3,115.0
1,0,1,0,0,2,430000,4,4.7341704,-74.05598,750000000,4807692.307692308,3,156.0
1,0,0,0,1,2,502000,3,4.7219377,-74.02851,735000000,6562500.0,3,112.0
1,0,1,0,0,1,350000,2,4.734867,-74.03278,385000000,4375000.0,3,88.0
1,0,1,0,0,1,580000,3,4.65494,-74.05742,870000000,7250000.0,2,120.0
1,0,1,0,0,1,205000,2,4.6453776,-74.05584,420000000,7777777.777777778,1,54.0
1,0,1,0,0,1,479700,2,4.624837,-74.0737,538000000,6161951.666475776,3,87.31
1,0,0,0,1,1,474000,2,4.723154,-74.04303,448000000,4765957.44680851,3,94.0
1,0,0,0,1,1,430000,2,4.7200823,-74.031975,395000000,5266666.666666667,2,75.0
1,0,1,0,0,2,600000,4,4.644613,-74.10348,1100000000,7971014.492753623,4,138.0
1,0,0,0,1,1,200000,2,4.6700897,-74.08412,439000000,5853333.333333333,3,75.0
1,0,1,0,0,1,192000,3,4.7248516,-74.029625,460000000,4600000.0,3,100.0
1,0,1,0,0,1,350000,2,4.7412124,-74.06369,460000000,5111111.111111111,3,90.0
1,0,0,1,0,1,80000,2,4.6684117,-74.11565,370000000,5285714.285714285,3,70.0
1,0,1,0,0,2,330000,3,4.740147,-74.05608,590000000,5673076.923076923,3,104.0
1,0,0,1,0,1,326000,2,4.724428,-74.02987,400000000,4000000.0,3,100.0
1,0,0,0,1,1,320000,2,4.72511,-74.05894,430000000,5443037.974683545,3,79.0
1,0,1,0,0,1,347000,1,4.64418,-74.05792,405000000,8437500.0,1,48.0
1,0,0,0,1,1,451000,3,4.730858,-74.049194,570000000,4710743.8016528925,3,121.0
1,0,1,0,0,1,285000,2,4.683051,-74.09955,400000000,5714285.714285715,3,70.0
1,0,0,1,0,1,254000,2,4.766987,-74.05316,300000000,4066142.5860666847,3,73.78
1,0,0,1,0,1,254000,2,4.766987,-74.05316,300000000,4066142.5860666847,3,73.78
1,0,1,0,0,1,260000,2,4.724,-74.039,400000000,8159934.720522235,1,49.02
1,0,1,0,0,2,430000,2,4.741,-74.06,460000000,4693877.551020408,3,98.0
1,0,1,0,0,2,456900,2,4.627,-74.084,650000000,7303370.786516854,3,89.0
0,1,0,0,1,2,20000,4,4.754393,-74.04944,800000000,3555555.5555555555,5,225.0
0,1,0,0,1,2,535000,3,4.7415886,-74.064156,1200000000,5454545.454545454,3,220.0
0,1,0,0,1,2,486000,4,4.719145,-74.02962,895000000,4162790.697674419,5,215.0
1,0,0,0,1,1,240000,2,4.735492,-74.0562,380000000,5277777.777777778,3,72.0
1,0,1,0,0,2,710000,2,4.647,-74.055,580000000,7435897.435897436,2,78.0
1,0,0,0,1,2,290000,2,4.738396,-74.054924,375000000,4870129.87012987,3,77.0
1,0,0,1,0,1,180000,2,4.7669992,-74.04705,265000000,3897058.8235294116,2,68.0
1,0,1,0,0,2,332000,3,4.7403245,-74.07048,640000000,6153846.153846154,3,104.0
1,0,0,0,1,2,500000,3,4.732582,-74.0571,740000000,5000000.0,3,148.0
1,0,0,1,0,1,680000,3,4.727384,-74.0244,370000000,3274336.2831858406,3,113.0
1,0,0,0,1,1,185000,2,4.7681236,-74.03284,255000000,3923076.923076923,3,65.0
1,0,0,1,0,1,183000,3,4.628825,-74.0771,870000000,4833333.333333333,3,180.0
1,0,0,0,1,2,567000,4,4.726,-74.06,795000000,5063694.267515924,4,157.0
1,0,0,0,1,2,567000,4,4.726,-74.06,795000000,5063694.267515924,5,157.0
1,0,0,0,1,1,236000,2,4.659,-74.131,296000000,4852459.016393443,3,61.0
1,0,1,0,0,1,184000,2,4.672,-74.132,272000000,4317460.317460317,3,63.0
1,0,0,1,0,1,285000,3,4.643,-74.087,475000000,5864197.530864198,4,81.0
1,0,0,1,0,1,295000,1,4.659,-74.105,216000000,4800000.0,1,45.0
1,0,0,1,0,1,295000,1,4.659,-74.105,216000000,4800000.0,1,45.0
1,0,0,1,0,2,411000,2,4.72336,-74.03072,385000000,5500000.0,2,70.0
1,0,0,0,1,3,543000,4,4.722,-74.031,780000000,4382022.471910113,3,178.0
1,0,1,0,0,1,320000,2,4.720741,-74.12644,370000000,5211267.605633803,3,71.0
1,0,1,0,0,2,731000,2,4.687,-74.043,570000000,6785714.285714285,2,84.0
1,0,0,1,0,1,375000,3,4.721,-74.034,330000000,3959208.1583683267,3,83.35
1,0,1,0,0,2,362000,3,4.73661,-74.05541,660500000,6952631.578947368,3,95.0
0,1,0,1,0,3,1100000,4,4.705,-74.026,950000000,4260089.686098655,3,223.0
1,0,0,1,0,2,470000,3,4.7203813,-74.02828,630000000,4344827.586206896,2,145.0
1,0,0,0,1,3,440000,3,4.65338,-74.10834,760500000,7174528.301886792,4,106.0
0,1,0,1,0,1,330000,3,4.636,-74.098,750000000,7653061.224489796,3,98.0
0,1,0,1,0,1,228000,2,4.767,-74.051,298000000,4806451.612903226,3,62.0
0,1,0,1,0,1,228000,2,4.767,-74.051,298000000,4806451.612903226,3,62.0
0,1,0,1,0,1,228000,2,4.767,-74.051,298000000,4806451.612903226,3,62.0
1,0,0,1,0,2,380000,3,4.732013,-74.03832,396000000,4258064.516129033,3,93.0
1,0,1,0,0,1,409200,2,4.72047,-74.12872,380000000,4523809.523809524,3,84.0
1,0,1,0,0,2,800000,3,4.72452,-74.044,690500000,5480158.73015873,2,126.0
1,0,0,0,1,2,450000,3,4.72586,-74.0618,530500000,5358585.858585859,3,99.0
1,0,0,1,0,1,491000,3,4.6501718,-74.090485,550000000,4230769.230769231,3,130.0
1,0,0,1,0,1,328000,2,4.64091,-74.10185,619000000,6316326.530612245,3,98.0
1,0,0,0,1,1,236000,2,4.658861,-74.13028,296000000,4852459.016393443,3,61.0
1,0,0,0,1,1,220000,2,4.663844,-74.13517,415000000,4611111.111111111,3,90.0
1,0,0,1,0,1,285000,3,4.6443744,-74.085976,475000000,5864197.530864198,3,81.0
1,0,1,0,0,1,300000,2,4.637954,-74.12474,525000000,5468750.0,3,96.0
1,0,0,0,1,1,316000,2,4.7479763,-74.060844,372000000,5812500.0,3,64.0
0,1,0,1,0,1,400000,3,4.691,-74.068,750000000,5136986.301369863,3,146.0
1,0,0,0,1,1,212800,2,4.741049,-74.05886,270000000,4663212.435233161,3,57.9
1,0,0,0,1,2,302000,2,4.655,-74.128,600000000,7329587.099926705,3,81.86
0,1,0,0,1,1,263000,3,4.75,-74.063,420000000,4200000.0,3,100.0
1,0,0,1,0,1,211000,2,4.747,-74.087,278000000,3756756.756756757,3,74.0
0,1,0,0,1,4,661000,5,4.699,-74.098,3200000000,5818181.818181818,4,550.0
1,0,0,0,1,2,580000,2,4.705,-74.026,540000000,4500000.0,3,120.0
1,0,1,0,0,0,322000,2,4.618,-74.068,444000000,8222222.222222222,1,54.0
1,0,1,0,0,1,240000,2,4.728,-74.055,400000000,5000000.0,3,80.0
1,0,0,0,1,0,117000,2,4.644,-74.13,270000000,4500000.0,3,60.0
1,0,1,0,0,1,322000,2,4.618,-74.067,432000000,8000000.0,1,54.0
1,0,0,0,1,1,316000,2,4.629,-74.066,410000000,6833333.333333333,2,60.0
1,0,1,0,0,2,430000,2,4.7412744,-74.059784,460000000,4693877.551020408,3,98.0
1,0,1,0,0,1,239000,2,4.66,-74.08,475000000,6506849.315068494,2,73.0
1,0,1,0,0,1,410000,1,4.618,-74.067,530000000,9849470.358669393,1,53.81
0,1,0,0,1,2,355000,3,4.738,-74.059,530000000,4690265.486725664,3,113.0
1,0,0,0,1,1,316000,2,4.6291924,-74.06721,410000000,6833333.333333333,2,60.0
1,0,1,0,0,1,261000,2,4.723637,-74.136406,280000000,3943661.971830986,3,71.0
1,0,0,0,1,2,560000,2,4.72336,-74.02906,520500000,6123529.411764706,3,85.0
1,0,1,0,0,0,230000,2,4.68893,-74.06754,360000000,4876727.174207532,3,73.82
1,0,1,0,0,1,310000,2,4.74502,-74.02643,380500000,4878205.128205128,3,78.0
1,0,1,0,0,1,130800,1,4.746,-74.025,280000000,5600000.0,1,50.0
1,0,1,0,0,1,250000,2,4.723637,-74.136406,300000000,4166666.6666666665,3,72.0
1,0,0,1,0,1,80000,2,4.61851,-74.07149,700000000,4666666.666666667,4,150.0
1,0,0,0,1,1,223900,2,4.7293797,-74.03999,371000000,7000000.0,2,53.0
1,0,0,1,0,1,80000,2,4.61851,-74.07149,650000000,4333333.333333333,4,150.0
1,0,0,1,0,1,270000,1,4.722456,-74.02961,320000000,6400000.0,2,50.0
1,0,0,0,1,1,241000,2,4.644732,-74.12747,480000000,5106382.978723404,3,94.0
1,0,1,0,0,1,470000,2,4.639841,-74.06,595000000,9146810.146041507,2,65.05
1,0,1,0,0,1,317000,2,4.619113,-74.071365,380000000,5757575.757575758,2,66.0
1,0,0,0,1,1,223900,2,4.7293797,-74.03999,371000000,7000000.0,2,53.0
1,0,0,1,0,1,255000,3,4.72033,-74.05406,305000000,3428121.8388220747,4,88.97
1,0,0,1,0,1,317000,3,4.65784,-74.11131,550000000,5061194.441888286,3,108.67
0,1,0,1,0,2,654000,4,4.7162566,-74.02929,790000000,4817073.1707317075,3,164.0
1,0,0,1,0,2,500000,3,4.6515746,-74.05802,650000000,6914893.617021277,2,94.0
1,0,0,1,0,1,210000,2,4.7510414,-74.08559,250000000,3246753.2467532465,3,77.0
1,0,1,0,0,0,130000,2,4.6511364,-74.06181,380000000,3800000.0,3,100.0
1,0,0,1,0,1,460000,3,4.711844,-74.05791,390000000,3250000.0,3,120.0
1,0,0,1,0,0,307000,3,4.673995,-74.104576,330000000,3586956.5217391304,3,92.0
1,0,1,0,0,0,321000,1,4.637198,-74.06195,250000000,8928571.42857143,1,28.0
1,0,0,1,0,1,270000,2,4.651244,-74.1109,475000000,5588235.294117647,3,85.0
1,0,0,1,0,1,30000,2,4.622794,-74.09096,620000000,5636363.636363637,3,110.0
1,0,0,0,1,0,350000,3,4.73,-74.037,455000000,4417475.72815534,3,103.0
1,0,1,0,0,1,246000,2,4.741,-74.056,480000000,6315789.47368421,2,76.0
1,0,1,0,0,1,191300,2,4.6095066,-74.10691,345000000,6509433.962264151,3,53.0
0,1,0,0,1,2,95000,3,4.6730347,-74.107155,800000000,3389830.5084745763,3,236.0
0,1,0,1,0,2,590000,4,4.7252784,-74.03961,730000000,3560975.6097560977,3,205.0
0,1,0,0,1,1,238500,3,4.750984,-74.06789,320000000,4324324.324324325,3,74.0
0,1,1,0,0,2,1055000,4,4.719412,-74.08105,1300000000,4832713.7546468405,3,269.0
0,1,1,0,0,2,347000,3,4.739157,-74.037025,640000000,4266666.666666667,3,150.0
1,0,1,0,0,0,250000,2,4.6674147,-74.07887,430000000,5058823.529411765,3,85.0
1,0,0,0,1,1,195000,1,4.6464324,-74.05527,260000000,6666666.666666667,1,39.0
1,0,0,1,0,1,243000,2,4.762956,-74.0398,380000000,4367816.091954023,3,87.0
1,0,0,0,1,1,457000,3,4.726641,-74.040665,503000000,4790476.19047619,3,105.0
1,0,1,0,0,1,250000,2,4.646326,-74.05421,450000000,8823529.411764706,1,51.0
1,0,0,1,0,1,365000,3,4.657064,-74.110634,480000000,5647058.823529412,4,85.0
1,0,1,0,0,1,302000,2,4.6345053,-74.06258,400000000,8710801.393728223,1,45.92
1,0,0,1,0,2,960000,4,4.646072,-74.08134,850000000,5312500.0,4,160.0
1,0,0,1,0,2,380000,3,4.7304845,-74.038086,396000000,4304347.826086956,4,92.0
1,0,0,0,1,1,256400,2,4.7687726,-74.03135,235000000,3671875.0,3,64.0
1,0,0,1,0,2,430000,3,4.72065,-74.03745,490000000,4454545.454545454,4,110.0
1,0,1,0,0,1,320000,2,4.723369,-74.03947,420000000,5526315.7894736845,3,76.0
1,0,0,1,0,2,339000,3,4.7323008,-74.0355,345000000,4480519.48051948,4,77.0
1,0,0,1,0,1,375000,2,4.660086,-74.110794,420000000,5526315.7894736845,3,76.0
1,0,1,0,0,2,400000,3,4.7395716,-74.05551,870000000,6000000.0,3,145.0
1,0,1,0,0,1,215000,1,4.716063,-74.06577,280000000,5600000.0,1,50.0
1,0,0,1,0,0,211000,2,4.74857,-74.085526,278000000,3756756.756756757,3,74.0
1,0,0,1,0,1,145000,2,4.727824,-74.032585,290000000,3225806.451612903,3,89.9
1,0,1,0,0,2,270000,3,4.720824,-74.031555,435000000,5649350.64935065,2,77.0
1,0,1,0,0,1,393690,2,4.718349,-74.06119,468525000,6545473.59597653,3,71.58
1,0,1,0,0,1,323840,2,4.718374,-74.06118,363256000,6169429.347826087,3,58.88
1,0,1,0,0,1,522775,2,4.718349,-74.06119,613741000,6457033.140452393,3,95.05
1,0,1,0,0,1,463375,2,4.718299,-74.06086,519431890,6165363.679525223,3,84.25
1,0,0,1,0,1,266000,2,4.729756,-74.03618,280000000,3783783.7837837837,3,74.0
0,1,0,0,1,2,415000,3,4.7391257,-74.06383,610000000,3561004.0863981317,3,171.3
0,1,0,1,0,2,90000,3,4.7262535,-74.02712,790000000,4529816.513761467,3,174.4
0,1,0,1,0,4,1000000,5,4.626516,-74.070625,4300000000,4479166.666666667,5,960.0
1,0,1,0,0,2,299700,2,4.7423816,-74.0564,440000000,6376811.594202898,3,69.0
1,0,0,1,0,1,550000,2,4.653114,-74.05978,860000000,7166666.666666667,2,120.0
1,0,1,0,0,2,450000,3,4.7375183,-74.06094,750000000,4746835.443037975,3,158.0
1,0,0,0,1,2,650000,3,4.7263355,-74.03852,503000000,4122950.819672131,3,122.0
1,0,0,0,1,2,650000,3,4.653628,-74.05873,1080000000,7714285.714285715,2,140.0
1,0,1,0,0,1,297000,2,4.691059,-74.08218,445000000,6953125.0,3,64.0
1,0,1,0,0,1,317100,2,4.744629,-74.027985,350000000,5058534.470299176,3,69.19
1,0,0,1,0,1,272000,2,4.7333856,-74.05,305000000,4013157.8947368423,3,76.0
1,0,1,0,0,2,380000,3,4.7396593,-74.06091,670000000,5775862.068965517,3,116.0
1,0,0,1,0,2,350000,2,4.7180405,-74.03867,400000000,4444444.444444444,2,90.0
1,0,1,0,0,1,249000,2,4.679385,-74.099396,420000000,5600000.0,3,75.0
1,0,0,0,1,1,294000,2,4.689,-74.075,460000000,6133333.333333333,3,75.0
1,0,0,0,1,2,423000,2,4.720861,-74.02996,510000000,5473864.977997209,3,93.17
0,1,0,0,1,1,338000,3,4.714,-74.062,470000000,4433962.264150944,4,106.0
0,1,0,0,1,1,215000,2,4.6452093,-74.12597,435000000,4484536.082474227,3,97.0
1,0,1,0,0,2,365000,2,4.754488,-74.05647,414500000,4605555.555555556,3,90.0
0,1,0,1,0,3,124000,5,4.725,-74.028,980000000,4336283.185840708,3,226.0
1,0,1,0,0,2,400000,3,4.75688,-74.02829,520000000,4905660.377358491,3,106.0
1,0,1,0,0,2,400000,3,4.75688,-74.02829,520000000,4905660.377358491,3,106.0
1,0,0,1,0,1,379050,2,4.729,-74.048,400000000,4651162.790697674,3,86.0
1,0,0,1,0,2,350000,3,4.696,-74.083,470000000,5222222.222222222,3,90.0
1,0,1,0,0,1,337000,2,4.7340074,-74.025,410500000,5196202.53164557,2,79.0
1,0,1,0,0,1,232000,2,4.7518344,-74.023026,425000000,5448717.948717949,3,78.0
1,0,0,1,0,1,225000,2,4.767,-74.051,370000000,5013550.135501355,3,73.8
1,0,1,0,0,0,213000,1,4.64,-74.067,280000000,7760532.150776054,1,36.08
1,0,1,0,0,1,309000,2,4.74337,-74.06866,398000000,6188773.130150831,3,64.31
1,0,1,0,0,1,240000,2,4.7226577,-74.13118,235500000,4060344.827586207,3,58.0
1,0,0,0,1,1,330000,2,4.753,-74.06,330000000,4204892.966360856,3,78.48
1,0,0,1,0,1,211000,2,4.7488093,-74.08559,278000000,3756756.756756757,3,74.0
1,0,0,0,1,1,280000,2,4.738392,-74.05499,345000000,4480519.48051948,3,77.0
1,0,1,0,0,1,223000,2,4.7526636,-74.02414,240000000,3529411.7647058824,2,68.0
1,0,1,0,0,1,375000,2,4.616585,-74.06948,450000000,6923076.923076923,1,65.0
1,0,0,0,1,2,701000,4,4.7148213,-74.029915,1100000000,5699481.865284974,3,193.0
1,0,1,0,0,1,400000,2,4.6699576,-74.11385,420000000,4200000.0,3,100.0
1,0,0,0,1,2,258000,2,4.731295,-74.0351,380000000,5757575.757575758,2,66.0
1,0,0,1,0,2,536000,3,4.7168374,-74.03246,340000000,4047619.0476190476,3,84.0
1,0,1,0,0,1,500000,5,4.6692495,-74.11196,600000000,4411764.705882353,3,136.0
0,1,0,1,0,4,100000,5,4.690893,-74.070816,1500000000,5000000.0,4,300.0
1,0,0,1,0,1,378000,2,4.644268,-74.067406,450000000,5671077.504725899,3,79.35
1,0,0,0,1,1,194000,2,4.6708546,-74.131004,275000000,4583333.333333333,3,60.0
1,0,0,0,1,2,258000,2,4.7327743,-74.036644,380000000,5757575.757575758,2,66.0
1,0,1,0,0,1,450000,2,4.725,-74.047,325000000,5541346.973572037,1,58.65
1,0,1,0,0,2,393800,3,4.724,-74.039,530000000,5955056.179775281,3,89.0
1,0,1,0,0,1,185000,2,4.62,-74.067,438000000,8264150.9433962265,1,53.0
1,0,1,0,0,1,298000,2,4.672,-74.085,510000000,5312500.0,3,96.0
1,0,0,1,0,2,580000,3,4.726,-74.026,365000000,3762886.597938144,2,97.0
1,0,1,0,0,1,285000,2,4.662964,-74.11765,379000000,6172638.436482085,3,61.4
1,0,0,0,1,0,162000,2,4.6717563,-74.12789,279000000,4783950.617283951,3,58.32
1,0,0,0,1,1,290000,3,4.7246776,-74.05806,512500000,5283505.154639175,3,97.0
1,0,0,0,1,2,442000,3,4.69131,-74.06752,590500000,5272321.428571428,3,112.0
1,0,1,0,0,1,284000,2,4.641061,-74.11251,610500000,7826923.076923077,3,78.0
1,0,1,0,0,2,426000,3,4.72346,-74.03128,583500000,5777227.722772277,3,101.0
1,0,1,0,0,1,198300,2,4.72519,-74.0393,300000000,7541478.129713424,1,39.78
1,0,0,1,0,1,188000,1,4.64074,-74.07134,194000000,6689655.172413793,1,29.0
0,1,0,1,0,4,100000,4,4.675381,-74.10778,850000000,3881278.5388127854,4,219.0
0,1,0,1,0,1,100000,5,4.673807,-74.111305,850000000,4722222.222222222,4,180.0
0,1,0,1,0,2,100000,3,4.729418,-74.05487,580000000,3625000.0,3,160.0
1,0,0,0,1,2,750000,2,4.6962104,-74.065186,630000000,5250000.0,3,120.0
1,0,0,0,1,1,256000,2,4.744134,-74.06434,300000000,4411764.705882353,3,68.0
1,0,0,0,1,1,240000,2,4.620613,-74.13083,440000000,5238095.238095238,3,84.0
1,0,0,1,0,1,100000,2,4.7381406,-74.05432,350000000,5000000.0,3,70.0
1,0,0,1,0,1,240000,2,4.752198,-74.05613,300000000,4838709.677419355,3,62.0
1,0,1,0,0,1,323000,3,4.7532244,-74.03749,510000000,4766355.140186916,3,107.0
1,0,1,0,0,2,400000,3,4.7532244,-74.03749,650000000,5963302.752293578,3,109.0
1,0,0,0,1,2,283000,3,4.7361,-74.0591,480000000,5000000.0,3,96.0
1,0,0,1,0,0,245000,1,4.676901,-74.10418,276000000,4269141.531322505,3,64.65
1,0,0,0,1,2,560000,2,4.72336,-74.02906,520000000,6117647.05882353,3,85.0
1,0,0,0,1,1,457000,3,4.725968,-74.03973,503000000,4657407.407407408,3,108.0
1,0,1,0,0,1,310000,2,4.74502,-74.02643,380000000,4871794.871794872,3,78.0
1,0,1,0,0,1,230000,2,4.6682415,-74.13753,360000000,5294117.647058823,3,68.0
1,0,0,0,1,1,305000,2,4.6209793,-74.081,410000000,4254877.542548776,3,96.36
1,0,0,0,1,2,385000,3,4.7187853,-74.03655,550000000,5729166.666666667,3,96.0
1,0,0,0,1,1,411000,2,4.6462193,-74.05442,360000000,7200000.0,1,50.0
1,0,0,0,1,1,341000,2,4.678587,-74.06482,560500000,7006250.0,3,80.0
1,0,0,1,0,2,215000,3,4.766,-74.045,330000000,3975903.6144578313,3,83.0
1,0,0,1,0,1,319000,3,4.646189,-74.08719,550000000,4230769.230769231,4,130.0
1,0,1,0,0,2,400000,3,4.75688,-74.02829,520500000,4910377.358490566,3,106.0
1,0,1,0,0,1,232000,2,4.7518344,-74.023026,425500000,5455128.205128205,3,78.0
1,0,0,0,1,2,515000,3,4.6386,-74.06092,749000000,7490000.0,2,100.0
1,0,0,1,0,2,340000,2,4.696881,-74.07481,460000000,5227272.7272727275,3,88.0
1,0,0,0,1,2,510000,3,4.7234263,-74.039055,520000000,4859813.08411215,3,107.0
1,0,1,0,0,1,240000,2,4.7226577,-74.13118,235000000,4051724.1379310344,3,58.0
1,0,1,0,0,0,270000,1,4.601,-74.094,250000000,8333333.333333333,1,30.0
1,0,1,0,0,2,498000,3,4.7217,-74.0283,515500000,5994186.046511628,3,86.0
1,0,0,0,1,1,851800,3,4.64846,-74.05529,510500000,6302469.135802469,1,81.0
1,0,1,0,0,1,369700,2,4.601,-74.074,345000000,4107142.8571428573,3,84.0
1,0,0,0,1,1,262800,2,4.663,-74.116,525000000,5706521.739130435,3,92.0
1,0,0,0,1,2,570000,4,4.598928,-74.08228,880000000,5000000.0,3,176.0
1,0,0,0,1,2,536000,4,4.732826,-74.058205,685000000,4628378.378378378,3,148.0
1,0,0,0,1,2,670000,2,4.651721,-74.058304,975000000,7500000.0,1,130.0
1,0,1,0,0,1,277000,2,4.7198973,-74.13153,240000000,4349401.957230881,3,55.18
1,0,1,0,0,1,277000,2,4.7197266,-74.13094,240000000,4349401.957230881,3,55.18
0,1,0,0,1,1,238500,3,4.749363,-74.066734,320000000,4314994.606256742,3,74.16
0,1,0,0,1,1,238500,3,4.74865,-74.068634,320000000,4314994.606256742,3,74.16
1,0,1,0,0,2,350000,2,4.6639476,-74.133736,535000000,6445783.13253012,3,83.0
1,0,0,0,1,2,725000,3,4.6269755,-74.06767,615000000,5260006.842285323,3,116.92
1,0,0,0,1,2,720000,4,4.7226787,-74.026245,495000000,4583333.333333333,3,108.0
1,0,0,0,1,2,725000,3,4.6287756,-74.06727,615000000,5260006.842285323,3,116.92
0,1,0,1,0,2,100000,5,4.6411247,-74.07664,1100000000,3448275.8620689656,5,319.0
0,1,0,1,0,2,100000,5,4.6426525,-74.07707,1100000000,3448275.8620689656,5,319.0
1,0,1,0,0,1,260800,2,4.7444777,-74.03164,380000000,4634146.341463415,3,82.0
1,0,0,1,0,1,380000,2,4.730117,-74.045876,375000000,4963600.264725348,3,75.55
1,0,0,1,0,1,316000,1,4.7192516,-74.03251,270000000,4736842.105263158,2,57.0
1,0,1,0,0,2,390000,2,4.646,-74.054,570000000,8769230.76923077,1,65.0
0,1,0,0,1,3,720000,5,4.765,-74.06,1797000000,4492500.0,4,400.0
0,1,0,1,0,2,500000,3,4.724,-74.037,699000000,5376923.076923077,3,130.0
